dataset,n,R,metodo,tiempo
mejor-caso-BT,604,1000,BT,0.133399
mejor-caso-BT,605,1000,BT,0.134026
mejor-caso-BT,606,1000,BT,0.127246
mejor-caso-BT,607,1000,BT,0.127643
mejor-caso-BT,608,1000,BT,0.125673
mejor-caso-BT,609,1000,BT,0.126809
mejor-caso-BT,610,1000,BT,0.12706
mejor-caso-BT,611,1000,BT,0.123348
mejor-caso-BT,612,1000,BT,0.140212
mejor-caso-BT,613,1000,BT,0.13473
mejor-caso-BT,614,1000,BT,0.152372
mejor-caso-BT,615,1000,BT,0.159123
mejor-caso-BT,616,1000,BT,0.124622
mejor-caso-BT,617,1000,BT,0.130166
mejor-caso-BT,618,1000,BT,0.133059
mejor-caso-BT,619,1000,BT,0.13658
mejor-caso-BT,620,1000,BT,0.137014
mejor-caso-BT,621,1000,BT,0.133299
mejor-caso-BT,622,1000,BT,0.129883
mejor-caso-BT,623,1000,BT,0.125589
mejor-caso-BT,624,1000,BT,0.134377
mejor-caso-BT,625,1000,BT,0.130022
mejor-caso-BT,626,1000,BT,0.13576
mejor-caso-BT,627,1000,BT,0.136412
mejor-caso-BT,628,1000,BT,0.133591
mejor-caso-BT,629,1000,BT,0.132965
mejor-caso-BT,630,1000,BT,0.132059
mejor-caso-BT,631,1000,BT,0.129798
mejor-caso-BT,632,1000,BT,0.140502
mejor-caso-BT,633,1000,BT,0.125808
mejor-caso-BT,634,1000,BT,0.124188
mejor-caso-BT,635,1000,BT,0.133371
mejor-caso-BT,636,1000,BT,0.130208
mejor-caso-BT,637,1000,BT,0.133416
mejor-caso-BT,638,1000,BT,0.136275
mejor-caso-BT,639,1000,BT,0.138241
mejor-caso-BT,640,1000,BT,0.133758
mejor-caso-BT,641,1000,BT,0.136684
mejor-caso-BT,642,1000,BT,0.146145
mejor-caso-BT,643,1000,BT,0.143904
mejor-caso-BT,644,1000,BT,0.164989
mejor-caso-BT,645,1000,BT,0.13934
mejor-caso-BT,646,1000,BT,0.153147
mejor-caso-BT,647,1000,BT,0.145886
mejor-caso-BT,648,1000,BT,0.143854
mejor-caso-BT,649,1000,BT,0.141949
mejor-caso-BT,650,1000,BT,0.139644
mejor-caso-BT,651,1000,BT,0.129369
mejor-caso-BT,652,1000,BT,0.134142
mejor-caso-BT,653,1000,BT,0.129479
mejor-caso-BT,654,1000,BT,0.148474
mejor-caso-BT,655,1000,BT,0.134999
mejor-caso-BT,656,1000,BT,0.145557
mejor-caso-BT,657,1000,BT,0.132275
mejor-caso-BT,658,1000,BT,0.131032
mejor-caso-BT,659,1000,BT,0.138552
mejor-caso-BT,660,1000,BT,0.136171
mejor-caso-BT,661,1000,BT,0.133967
mejor-caso-BT,662,1000,BT,0.142135
mejor-caso-BT,663,1000,BT,0.139374
mejor-caso-BT,664,1000,BT,0.153211
mejor-caso-BT,665,1000,BT,0.142136
mejor-caso-BT,666,1000,BT,0.148008
mejor-caso-BT,667,1000,BT,0.152163
mejor-caso-BT,668,1000,BT,0.151664
mejor-caso-BT,669,1000,BT,0.150178
mejor-caso-BT,670,1000,BT,0.147779
mejor-caso-BT,671,1000,BT,0.144611
mejor-caso-BT,672,1000,BT,0.139974
mejor-caso-BT,673,1000,BT,0.16819
mejor-caso-BT,674,1000,BT,0.151306
mejor-caso-BT,675,1000,BT,0.143759
mejor-caso-BT,676,1000,BT,0.146168
mejor-caso-BT,677,1000,BT,0.144905
mejor-caso-BT,678,1000,BT,0.150517
mejor-caso-BT,679,1000,BT,0.151772
mejor-caso-BT,680,1000,BT,0.141772
mejor-caso-BT,681,1000,BT,0.150032
mejor-caso-BT,682,1000,BT,0.15245
mejor-caso-BT,683,1000,BT,0.144284
mejor-caso-BT,684,1000,BT,0.159318
mejor-caso-BT,685,1000,BT,0.135822
mejor-caso-BT,686,1000,BT,0.137676
mejor-caso-BT,687,1000,BT,0.142161
mejor-caso-BT,688,1000,BT,0.134793
mejor-caso-BT,689,1000,BT,0.147996
mejor-caso-BT,690,1000,BT,0.135828
mejor-caso-BT,691,1000,BT,0.152651
mejor-caso-BT,692,1000,BT,0.152298
mejor-caso-BT,693,1000,BT,0.155444
mejor-caso-BT,694,1000,BT,0.164635
mejor-caso-BT,695,1000,BT,0.155384
mejor-caso-BT,696,1000,BT,0.158489
mejor-caso-BT,697,1000,BT,0.149496
mejor-caso-BT,698,1000,BT,0.153338
mejor-caso-BT,699,1000,BT,0.147833
mejor-caso-BT,700,1000,BT,0.148621
mejor-caso-BT,701,1000,BT,0.155193
mejor-caso-BT,702,1000,BT,0.15626
mejor-caso-BT,703,1000,BT,0.150001
mejor-caso-BT,704,1000,BT,0.146048
mejor-caso-BT,705,1000,BT,0.15193
mejor-caso-BT,706,1000,BT,0.151369
mejor-caso-BT,707,1000,BT,0.158612
mejor-caso-BT,708,1000,BT,0.158728
mejor-caso-BT,709,1000,BT,0.148141
mejor-caso-BT,710,1000,BT,0.144761
mejor-caso-BT,711,1000,BT,0.142553
mejor-caso-BT,712,1000,BT,0.151152
mejor-caso-BT,713,1000,BT,0.148277
mejor-caso-BT,714,1000,BT,0.147853
mejor-caso-BT,715,1000,BT,0.144657
mejor-caso-BT,716,1000,BT,0.144248
mejor-caso-BT,717,1000,BT,0.155695
mejor-caso-BT,718,1000,BT,0.162021
mejor-caso-BT,719,1000,BT,0.15068
mejor-caso-BT,720,1000,BT,0.144014
mejor-caso-BT,721,1000,BT,0.151579
mejor-caso-BT,722,1000,BT,0.142408
mejor-caso-BT,723,1000,BT,0.152822
mejor-caso-BT,724,1000,BT,0.148962
mejor-caso-BT,725,1000,BT,0.154955
mejor-caso-BT,726,1000,BT,0.163846
mejor-caso-BT,727,1000,BT,0.167795
mejor-caso-BT,728,1000,BT,0.168592
mejor-caso-BT,729,1000,BT,0.17339
mejor-caso-BT,730,1000,BT,0.173573
mejor-caso-BT,731,1000,BT,0.155771
mejor-caso-BT,732,1000,BT,0.147213
mejor-caso-BT,733,1000,BT,0.158578
mejor-caso-BT,734,1000,BT,0.157011
mejor-caso-BT,735,1000,BT,0.158354
mejor-caso-BT,736,1000,BT,0.160868
mejor-caso-BT,737,1000,BT,0.161542
mejor-caso-BT,738,1000,BT,0.158584
mejor-caso-BT,739,1000,BT,0.157604
mejor-caso-BT,740,1000,BT,0.149101
mejor-caso-BT,741,1000,BT,0.146905
mejor-caso-BT,742,1000,BT,0.1555
mejor-caso-BT,743,1000,BT,0.152863
mejor-caso-BT,744,1000,BT,0.155372
mejor-caso-BT,745,1000,BT,0.154535
mejor-caso-BT,746,1000,BT,0.157135
mejor-caso-BT,747,1000,BT,0.157875
mejor-caso-BT,748,1000,BT,0.153235
mejor-caso-BT,749,1000,BT,0.156275
mejor-caso-BT,750,1000,BT,0.163933
mejor-caso-BT,751,1000,BT,0.170856
mejor-caso-BT,752,1000,BT,0.167232
mejor-caso-BT,753,1000,BT,0.171875
mejor-caso-BT,754,1000,BT,0.157942
mejor-caso-BT,755,1000,BT,0.159318
mejor-caso-BT,756,1000,BT,0.164225
mejor-caso-BT,757,1000,BT,0.171191
mejor-caso-BT,758,1000,BT,0.171312
mejor-caso-BT,759,1000,BT,0.164691
mejor-caso-BT,760,1000,BT,0.163774
mejor-caso-BT,761,1000,BT,0.159579
mejor-caso-BT,762,1000,BT,0.161829
mejor-caso-BT,763,1000,BT,0.159168
mejor-caso-BT,764,1000,BT,0.164898
mejor-caso-BT,765,1000,BT,0.161372
mejor-caso-BT,766,1000,BT,0.165826
mejor-caso-BT,767,1000,BT,0.170915
mejor-caso-BT,768,1000,BT,0.170833
mejor-caso-BT,769,1000,BT,0.171133
mejor-caso-BT,770,1000,BT,0.161591
mejor-caso-BT,771,1000,BT,0.165071
mejor-caso-BT,772,1000,BT,0.168697
mejor-caso-BT,773,1000,BT,0.162735
mejor-caso-BT,774,1000,BT,0.162162
mejor-caso-BT,775,1000,BT,0.166155
mejor-caso-BT,776,1000,BT,0.170468
mejor-caso-BT,777,1000,BT,0.168013
mejor-caso-BT,778,1000,BT,0.161602
mejor-caso-BT,779,1000,BT,0.161316
mejor-caso-BT,780,1000,BT,0.156577
mejor-caso-BT,781,1000,BT,0.16832
mejor-caso-BT,782,1000,BT,0.175466
mejor-caso-BT,783,1000,BT,0.170884
mejor-caso-BT,784,1000,BT,0.164528
mejor-caso-BT,785,1000,BT,0.165837
mejor-caso-BT,786,1000,BT,0.174366
mejor-caso-BT,787,1000,BT,0.170207
mejor-caso-BT,788,1000,BT,0.167962
mejor-caso-BT,789,1000,BT,0.17654
mejor-caso-BT,790,1000,BT,0.165945
mejor-caso-BT,791,1000,BT,0.169297
mejor-caso-BT,792,1000,BT,0.174597
mejor-caso-BT,793,1000,BT,0.166599
mejor-caso-BT,794,1000,BT,0.177819
mejor-caso-BT,795,1000,BT,0.180466
mejor-caso-BT,796,1000,BT,0.171863
mejor-caso-BT,797,1000,BT,0.193981
mejor-caso-BT,798,1000,BT,0.159897
mejor-caso-BT,799,1000,BT,0.1617
mejor-caso-BT,800,1000,BT,0.169564
mejor-caso-BT,801,1000,BT,0.162387
mejor-caso-BT,802,1000,BT,0.169177
mejor-caso-BT,803,1000,BT,0.160647
mejor-caso-BT,804,1000,BT,0.171806
mejor-caso-BT,805,1000,BT,0.1818
mejor-caso-BT,806,1000,BT,0.181202
mejor-caso-BT,807,1000,BT,0.178013
mejor-caso-BT,808,1000,BT,0.165786
mejor-caso-BT,809,1000,BT,0.171341
mejor-caso-BT,810,1000,BT,0.173137
mejor-caso-BT,811,1000,BT,0.176912
mejor-caso-BT,812,1000,BT,0.178253
mejor-caso-BT,813,1000,BT,0.177143
mejor-caso-BT,814,1000,BT,0.174977
mejor-caso-BT,815,1000,BT,0.173397
mejor-caso-BT,816,1000,BT,0.164339
mejor-caso-BT,817,1000,BT,0.169775
mejor-caso-BT,818,1000,BT,0.172981
mejor-caso-BT,819,1000,BT,0.17256
mejor-caso-BT,820,1000,BT,0.162182
mejor-caso-BT,821,1000,BT,0.166965
mejor-caso-BT,822,1000,BT,0.171509
mejor-caso-BT,823,1000,BT,0.175675
mejor-caso-BT,824,1000,BT,0.180355
mejor-caso-BT,825,1000,BT,0.180945
mejor-caso-BT,826,1000,BT,0.176327
mejor-caso-BT,827,1000,BT,0.167713
mejor-caso-BT,828,1000,BT,0.172795
mejor-caso-BT,829,1000,BT,0.178409
mejor-caso-BT,830,1000,BT,0.169366
mejor-caso-BT,831,1000,BT,0.175316
mejor-caso-BT,832,1000,BT,0.175055
mejor-caso-BT,833,1000,BT,0.17691
mejor-caso-BT,834,1000,BT,0.168596
mejor-caso-BT,835,1000,BT,0.175223
mejor-caso-BT,836,1000,BT,0.178759
mejor-caso-BT,837,1000,BT,0.181942
mejor-caso-BT,838,1000,BT,0.181919
mejor-caso-BT,839,1000,BT,0.197812
mejor-caso-BT,840,1000,BT,0.190882
mejor-caso-BT,841,1000,BT,0.185029
mejor-caso-BT,842,1000,BT,0.191056
mejor-caso-BT,843,1000,BT,0.188299
mejor-caso-BT,844,1000,BT,0.179677
mejor-caso-BT,845,1000,BT,0.181892
mejor-caso-BT,846,1000,BT,0.170058
mejor-caso-BT,847,1000,BT,0.182364
mejor-caso-BT,848,1000,BT,0.179577
mejor-caso-BT,849,1000,BT,0.1699
mejor-caso-BT,850,1000,BT,0.180346
mejor-caso-BT,851,1000,BT,0.178319
mejor-caso-BT,852,1000,BT,0.171676
mejor-caso-BT,853,1000,BT,0.175595
mejor-caso-BT,854,1000,BT,0.190876
mejor-caso-BT,855,1000,BT,0.195162
mejor-caso-BT,856,1000,BT,0.192632
mejor-caso-BT,857,1000,BT,0.189739
mejor-caso-BT,858,1000,BT,0.180068
mejor-caso-BT,859,1000,BT,0.188874
mejor-caso-BT,860,1000,BT,0.196907
mejor-caso-BT,861,1000,BT,0.197646
mejor-caso-BT,862,1000,BT,0.185343
mejor-caso-BT,863,1000,BT,0.187617
mejor-caso-BT,864,1000,BT,0.194983
mejor-caso-BT,865,1000,BT,0.187057
mejor-caso-BT,866,1000,BT,0.220534
mejor-caso-BT,867,1000,BT,0.186554
mejor-caso-BT,868,1000,BT,0.191669
mejor-caso-BT,869,1000,BT,0.191347
mejor-caso-BT,870,1000,BT,0.178854
mejor-caso-BT,871,1000,BT,0.176062
mejor-caso-BT,872,1000,BT,0.18327
mejor-caso-BT,873,1000,BT,0.181749
mejor-caso-BT,874,1000,BT,0.185796
mejor-caso-BT,875,1000,BT,0.204131
mejor-caso-BT,876,1000,BT,0.194282
mejor-caso-BT,877,1000,BT,0.19433
mejor-caso-BT,878,1000,BT,0.185312
mejor-caso-BT,879,1000,BT,0.194461
mejor-caso-BT,880,1000,BT,0.18641
mejor-caso-BT,881,1000,BT,0.186789
mejor-caso-BT,882,1000,BT,0.188816
mejor-caso-BT,883,1000,BT,0.19008
mejor-caso-BT,884,1000,BT,0.194633
mejor-caso-BT,885,1000,BT,0.186549
mejor-caso-BT,886,1000,BT,0.189259
mejor-caso-BT,887,1000,BT,0.190037
mejor-caso-BT,888,1000,BT,0.186339
mejor-caso-BT,889,1000,BT,0.193533
mejor-caso-BT,890,1000,BT,0.188684
mejor-caso-BT,891,1000,BT,0.189442
mejor-caso-BT,892,1000,BT,0.193968
mejor-caso-BT,893,1000,BT,0.18921
mejor-caso-BT,894,1000,BT,0.177788
mejor-caso-BT,895,1000,BT,0.19068
mejor-caso-BT,896,1000,BT,0.19336
mejor-caso-BT,897,1000,BT,0.187505
mejor-caso-BT,898,1000,BT,0.189044
mejor-caso-BT,899,1000,BT,0.187348
mejor-caso-BT,900,1000,BT,0.188488
mejor-caso-BT,901,1000,BT,0.189901
mejor-caso-BT,902,1000,BT,0.197289
mejor-caso-BT,903,1000,BT,0.198141
mejor-caso-BT,904,1000,BT,0.193768
mejor-caso-BT,905,1000,BT,0.220381
mejor-caso-BT,906,1000,BT,0.191267
mejor-caso-BT,907,1000,BT,0.195508
mejor-caso-BT,908,1000,BT,0.201685
mejor-caso-BT,909,1000,BT,0.198766
mejor-caso-BT,910,1000,BT,0.189206
mejor-caso-BT,911,1000,BT,0.192354
mejor-caso-BT,912,1000,BT,0.197304
mejor-caso-BT,913,1000,BT,0.194573
mejor-caso-BT,914,1000,BT,0.217871
mejor-caso-BT,915,1000,BT,0.208187
mejor-caso-BT,916,1000,BT,0.212494
mejor-caso-BT,917,1000,BT,0.201431
mejor-caso-BT,918,1000,BT,0.208205
mejor-caso-BT,919,1000,BT,0.194672
mejor-caso-BT,920,1000,BT,0.192268
mejor-caso-BT,921,1000,BT,0.215775
mejor-caso-BT,922,1000,BT,0.203252
mejor-caso-BT,923,1000,BT,0.194259
mejor-caso-BT,924,1000,BT,0.19538
mejor-caso-BT,925,1000,BT,0.201097
mejor-caso-BT,926,1000,BT,0.195787
mejor-caso-BT,927,1000,BT,0.207127
mejor-caso-BT,928,1000,BT,0.19899
mejor-caso-BT,929,1000,BT,0.196097
mejor-caso-BT,930,1000,BT,0.200301
mejor-caso-BT,931,1000,BT,0.198842
mejor-caso-BT,932,1000,BT,0.198441
mejor-caso-BT,933,1000,BT,0.204268
mejor-caso-BT,934,1000,BT,0.19817
mejor-caso-BT,935,1000,BT,0.203841
mejor-caso-BT,936,1000,BT,0.206676
mejor-caso-BT,937,1000,BT,0.206494
mejor-caso-BT,938,1000,BT,0.204986
mejor-caso-BT,939,1000,BT,0.207246
mejor-caso-BT,940,1000,BT,0.204631
mejor-caso-BT,941,1000,BT,0.208733
mejor-caso-BT,942,1000,BT,0.211763
mejor-caso-BT,943,1000,BT,0.211209
mejor-caso-BT,944,1000,BT,0.206075
mejor-caso-BT,945,1000,BT,0.204952
mejor-caso-BT,946,1000,BT,0.207787
mejor-caso-BT,947,1000,BT,0.202005
mejor-caso-BT,948,1000,BT,0.202612
mejor-caso-BT,949,1000,BT,0.204709
mejor-caso-BT,950,1000,BT,0.212914
mejor-caso-BT,951,1000,BT,0.210626
mejor-caso-BT,952,1000,BT,0.20697
mejor-caso-BT,953,1000,BT,0.204939
mejor-caso-BT,954,1000,BT,0.205271
mejor-caso-BT,955,1000,BT,0.205197
mejor-caso-BT,956,1000,BT,0.221478
mejor-caso-BT,957,1000,BT,0.203562
mejor-caso-BT,958,1000,BT,0.20369
mejor-caso-BT,959,1000,BT,0.206587
mejor-caso-BT,960,1000,BT,0.202789
mejor-caso-BT,961,1000,BT,0.204162
mejor-caso-BT,962,1000,BT,0.200308
mejor-caso-BT,963,1000,BT,0.205158
mejor-caso-BT,964,1000,BT,0.208426
mejor-caso-BT,965,1000,BT,0.208246
mejor-caso-BT,966,1000,BT,0.202524
mejor-caso-BT,967,1000,BT,0.210724
mejor-caso-BT,968,1000,BT,0.222786
mejor-caso-BT,969,1000,BT,0.211656
mejor-caso-BT,970,1000,BT,0.204793
mejor-caso-BT,971,1000,BT,0.206337
mejor-caso-BT,972,1000,BT,0.206971
mejor-caso-BT,973,1000,BT,0.211828
mejor-caso-BT,974,1000,BT,0.21944
mejor-caso-BT,975,1000,BT,0.215142
mejor-caso-BT,976,1000,BT,0.205104
mejor-caso-BT,977,1000,BT,0.204619
mejor-caso-BT,978,1000,BT,0.20543
mejor-caso-BT,979,1000,BT,0.20868
mejor-caso-BT,980,1000,BT,0.211016
mejor-caso-BT,981,1000,BT,0.206926
mejor-caso-BT,982,1000,BT,0.206816
mejor-caso-BT,983,1000,BT,0.215165
mejor-caso-BT,984,1000,BT,0.223841
mejor-caso-BT,985,1000,BT,0.223583
mejor-caso-BT,986,1000,BT,0.220673
mejor-caso-BT,987,1000,BT,0.213665
mejor-caso-BT,988,1000,BT,0.2075
mejor-caso-BT,989,1000,BT,0.210602
mejor-caso-BT,990,1000,BT,0.214568
mejor-caso-BT,991,1000,BT,0.22132
mejor-caso-BT,992,1000,BT,0.228242
mejor-caso-BT,993,1000,BT,0.223617
mejor-caso-BT,994,1000,BT,0.235959
mejor-caso-BT,995,1000,BT,0.222572
mejor-caso-BT,996,1000,BT,0.209956
mejor-caso-BT,997,1000,BT,0.210324
mejor-caso-BT,998,1000,BT,0.219237
mejor-caso-BT,999,1000,BT,0.218895
mal-caso-BT,0,2,BT,0.001009
mal-caso-BT,1,4,BT,0.001106
mal-caso-BT,2,6,BT,0.001292
mal-caso-BT,3,8,BT,0.001413
mal-caso-BT,4,10,BT,0.001895
mal-caso-BT,5,12,BT,0.002511
mal-caso-BT,6,14,BT,0.003544
mal-caso-BT,7,16,BT,0.005808
mal-caso-BT,8,18,BT,0.010594
mal-caso-BT,9,20,BT,0.020784
mal-caso-BT,10,22,BT,0.040758
mal-caso-BT,11,24,BT,0.085906
mal-caso-BT,12,26,BT,0.180919
mal-caso-BT,13,28,BT,0.381498
mal-caso-BT,14,30,BT,0.809202
mal-caso-BT,15,32,BT,1.69536
mal-caso-BT,16,34,BT,3.35944
mal-caso-BT,17,36,BT,7.24329
mal-caso-BT,18,38,BT,16.3315
mal-caso-BT,19,40,BT,35.8439
mal-caso-BT,20,42,BT,74.4994
mal-caso-BT,21,44,BT,156.377
mal-caso-BT,22,46,BT,325.354
mal-caso-BT,23,48,BT,663.131
mal-caso-BT,24,50,BT,1396.74
