dataset,n,W,metodo,optimo,tiempo,instancia
maxiter-sm,16000.0,21282,METAH1,22639.9,21180.6,kroA100
maxiter-sm,16000.0,21282,METAH2,22068.7,23366.2,kroA100
maxiter-sm,17000.0,7542,METAH1,7894.4,4261.24,berlin52
maxiter-sm,17000.0,7542,METAH2,8162.51,4849.42,berlin52
maxiter-sm,17000.0,426,METAH1,446.335,4090.39,eil51
maxiter-sm,17000.0,426,METAH2,470.009,4590.38,eil51
maxiter-sm,17000.0,538,METAH1,583.443,10999.1,eil76
maxiter-sm,17000.0,538,METAH2,589.073,12336.2,eil76
maxiter-sm,17000.0,675,METAH1,703.086,8714.96,st70
maxiter-sm,17000.0,675,METAH2,716.874,9858.04,st70
maxiter-sm,17000.0,21282,METAH1,21949.5,22343.3,kroA100
maxiter-sm,17000.0,21282,METAH2,23024.2,24943.8,kroA100
maxiter-sm,18000.0,7542,METAH1,8118.66,4444.55,berlin52
maxiter-sm,18000.0,7542,METAH2,7658.96,5122.41,berlin52
maxiter-sm,18000.0,426,METAH1,454.793,4216.56,eil51
maxiter-sm,18000.0,426,METAH2,450.517,4998.05,eil51
maxiter-sm,18000.0,538,METAH1,589.592,11771.4,eil76
maxiter-sm,18000.0,538,METAH2,587.097,13093.1,eil76
maxiter-sm,18000.0,675,METAH1,734.659,9132.55,st70
maxiter-sm,18000.0,675,METAH2,709.004,10458.7,st70
maxiter-sm,18000.0,21282,METAH1,23309.3,23632.5,kroA100
maxiter-sm,18000.0,21282,METAH2,23233.1,26216.7,kroA100
maxiter-sm,19000.0,7542,METAH1,8230.99,4786.86,berlin52
maxiter-sm,19000.0,7542,METAH2,7955.34,5457.93,berlin52
maxiter-sm,19000.0,426,METAH1,447.746,4457.27,eil51
maxiter-sm,19000.0,426,METAH2,443.783,5100.26,eil51
maxiter-sm,19000.0,538,METAH1,591.06,12138.2,eil76
maxiter-sm,19000.0,538,METAH2,582.595,13673.5,eil76
maxiter-sm,19000.0,675,METAH1,692.838,9694.85,st70
maxiter-sm,19000.0,675,METAH2,715.741,10996.0,st70
maxiter-sm,19000.0,21282,METAH1,22661.2,24820.2,kroA100
maxiter-sm,19000.0,21282,METAH2,22316.9,27737.0,kroA100
maxiter-sm,20000.0,7542,METAH1,8367.39,4860.82,berlin52
maxiter-sm,20000.0,7542,METAH2,8151.57,5780.92,berlin52
maxiter-sm,20000.0,426,METAH1,454.186,4645.31,eil51
maxiter-sm,20000.0,426,METAH2,447.979,5425.94,eil51
maxiter-sm,20000.0,538,METAH1,583.054,12913.2,eil76
maxiter-sm,20000.0,538,METAH2,590.172,14682.2,eil76
maxiter-sm,20000.0,675,METAH1,701.584,10213.8,st70
maxiter-sm,20000.0,675,METAH2,715.514,11577.6,st70
maxiter-sm,20000.0,21282,METAH1,22291.3,26110.1,kroA100
maxiter-sm,20000.0,21282,METAH2,22447.7,29238.5,kroA100
maxiter-sm,21000.0,7542,METAH1,8127.95,5215.16,berlin52
maxiter-sm,21000.0,7542,METAH2,7787.82,5917.94,berlin52
maxiter-sm,21000.0,426,METAH1,449.005,4878.46,eil51
maxiter-sm,21000.0,426,METAH2,453.67,5644.39,eil51
maxiter-sm,21000.0,538,METAH1,586.54,13351.9,eil76
maxiter-sm,21000.0,538,METAH2,587.863,15256.3,eil76
maxiter-sm,21000.0,675,METAH1,719.349,10696.4,st70
maxiter-sm,21000.0,675,METAH2,702.713,12145.5,st70
maxiter-sm,21000.0,21282,METAH1,21920.0,27463.1,kroA100
maxiter-sm,21000.0,21282,METAH2,21905.6,30001.3,kroA100
maxiter-sm,22000.0,7542,METAH1,8131.03,5401.19,berlin52
maxiter-sm,22000.0,7542,METAH2,8128.65,6280.73,berlin52
maxiter-sm,22000.0,426,METAH1,441.17,5214.22,eil51
maxiter-sm,22000.0,426,METAH2,459.258,5910.16,eil51
maxiter-sm,22000.0,538,METAH1,580.778,14369.4,eil76
maxiter-sm,22000.0,538,METAH2,584.23,16003.4,eil76
maxiter-sm,22000.0,675,METAH1,693.945,11196.5,st70
maxiter-sm,22000.0,675,METAH2,722.968,12787.1,st70
maxiter-sm,22000.0,21282,METAH1,22095.1,28822.8,kroA100
maxiter-sm,22000.0,21282,METAH2,22059.3,30001.2,kroA100
maxiter-sm,23000.0,7542,METAH1,8080.73,5676.77,berlin52
maxiter-sm,23000.0,7542,METAH2,7713.03,6536.89,berlin52
maxiter-sm,23000.0,426,METAH1,463.568,5411.78,eil51
maxiter-sm,23000.0,426,METAH2,454.372,6204.89,eil51
maxiter-sm,23000.0,538,METAH1,585.202,14665.9,eil76
maxiter-sm,23000.0,538,METAH2,584.897,16700.2,eil76
maxiter-sm,23000.0,675,METAH1,713.947,11772.2,st70
maxiter-sm,23000.0,675,METAH2,732.29,13203.0,st70
maxiter-sm,23000.0,21282,METAH1,22493.5,30000.8,kroA100
maxiter-sm,23000.0,21282,METAH2,22098.8,30000.7,kroA100
maxiter-sm,24000.0,7542,METAH1,8193.52,5934.4,berlin52
maxiter-sm,24000.0,7542,METAH2,7894.87,6857.11,berlin52
maxiter-sm,24000.0,426,METAH1,449.041,5743.22,eil51
maxiter-sm,24000.0,426,METAH2,456.416,6465.69,eil51
maxiter-sm,24000.0,538,METAH1,584.611,15271.3,eil76
maxiter-sm,24000.0,538,METAH2,589.91,17534.2,eil76
maxiter-sm,24000.0,675,METAH1,728.775,12308.6,st70
maxiter-sm,24000.0,675,METAH2,709.605,14020.6,st70
maxiter-sm,24000.0,21282,METAH1,21846.2,30001.3,kroA100
maxiter-sm,24000.0,21282,METAH2,22176.6,30001.4,kroA100
maxiter-sm,25000.0,7542,METAH1,8378.72,6270.69,berlin52
maxiter-sm,25000.0,7542,METAH2,8020.57,7075.25,berlin52
maxiter-sm,25000.0,426,METAH1,446.065,5866.57,eil51
maxiter-sm,25000.0,426,METAH2,439.542,6791.28,eil51
maxiter-sm,25000.0,538,METAH1,592.939,16078.3,eil76
maxiter-sm,25000.0,538,METAH2,602.689,18229.6,eil76
maxiter-sm,25000.0,675,METAH1,746.75,12946.0,st70
maxiter-sm,25000.0,675,METAH2,717.3,14608.3,st70
maxiter-sm,25000.0,21282,METAH1,22280.0,30001.2,kroA100
maxiter-sm,25000.0,21282,METAH2,21915.0,30001.4,kroA100
maxiter-sm,26000.0,7542,METAH1,8238.41,6594.0,berlin52
maxiter-sm,26000.0,7542,METAH2,8029.83,7459.15,berlin52
maxiter-sm,26000.0,426,METAH1,452.012,6202.4,eil51
maxiter-sm,26000.0,426,METAH2,453.219,7086.35,eil51
maxiter-sm,26000.0,538,METAH1,589.222,16461.8,eil76
maxiter-sm,26000.0,538,METAH2,577.333,18782.9,eil76
maxiter-sm,26000.0,675,METAH1,719.327,13223.6,st70
maxiter-sm,26000.0,675,METAH2,733.708,14921.9,st70
maxiter-sm,26000.0,21282,METAH1,22788.0,30000.3,kroA100
maxiter-sm,26000.0,21282,METAH2,22076.5,30001.2,kroA100
maxiter-sm,27000.0,7542,METAH1,8078.12,6589.68,berlin52
maxiter-sm,27000.0,7542,METAH2,8221.22,7399.63,berlin52
maxiter-sm,27000.0,426,METAH1,453.939,6433.54,eil51
maxiter-sm,27000.0,426,METAH2,451.257,7251.41,eil51
maxiter-sm,27000.0,538,METAH1,577.359,17248.7,eil76
maxiter-sm,27000.0,538,METAH2,577.228,19331.1,eil76
maxiter-sm,27000.0,675,METAH1,712.907,13713.4,st70
maxiter-sm,27000.0,675,METAH2,694.683,15655.9,st70
maxiter-sm,27000.0,21282,METAH1,22580.2,30001.0,kroA100
maxiter-sm,27000.0,21282,METAH2,22810.3,30001.3,kroA100
maxiter-sm,28000.0,7542,METAH1,8483.68,6999.43,berlin52
maxiter-sm,28000.0,7542,METAH2,8061.69,8027.68,berlin52
maxiter-sm,28000.0,426,METAH1,458.523,6559.59,eil51
maxiter-sm,28000.0,426,METAH2,442.207,7623.67,eil51
maxiter-sm,28000.0,538,METAH1,593.449,18110.2,eil76
maxiter-sm,28000.0,538,METAH2,596.532,20316.7,eil76
maxiter-sm,28000.0,675,METAH1,708.052,14307.3,st70
maxiter-sm,28000.0,675,METAH2,717.284,16229.2,st70
maxiter-sm,28000.0,21282,METAH1,22909.7,30000.4,kroA100
maxiter-sm,28000.0,21282,METAH2,22338.8,30001.0,kroA100
maxiter-sm,29000.0,7542,METAH1,8079.32,7186.17,berlin52
maxiter-sm,29000.0,7542,METAH2,7875.06,8218.25,berlin52
maxiter-sm,29000.0,426,METAH1,452.687,6917.21,eil51
maxiter-sm,29000.0,426,METAH2,451.285,7952.65,eil51
maxiter-sm,29000.0,538,METAH1,580.65,18579.8,eil76
maxiter-sm,29000.0,538,METAH2,577.81,21136.8,eil76
maxiter-sm,29000.0,675,METAH1,697.616,14855.3,st70
maxiter-sm,29000.0,675,METAH2,711.742,16753.6,st70
maxiter-sm,29000.0,21282,METAH1,23099.2,30000.6,kroA100
maxiter-sm,29000.0,21282,METAH2,21837.0,30001.4,kroA100
maxiter-sm,30000.0,7542,METAH1,8265.34,7480.14,berlin52
maxiter-sm,30000.0,7542,METAH2,8536.17,8505.91,berlin52
maxiter-sm,30000.0,426,METAH1,456.207,6933.01,eil51
maxiter-sm,30000.0,426,METAH2,456.646,8005.92,eil51
maxiter-sm,30000.0,538,METAH1,587.376,19134.0,eil76
maxiter-sm,30000.0,538,METAH2,589.373,21621.9,eil76
maxiter-sm,30000.0,675,METAH1,709.568,15267.1,st70
maxiter-sm,30000.0,675,METAH2,702.255,17337.6,st70
maxiter-sm,30000.0,21282,METAH1,22053.6,30000.3,kroA100
maxiter-sm,30000.0,21282,METAH2,22507.9,30001.5,kroA100
maxiter-sm,31000.0,7542,METAH1,8149.46,7761.25,berlin52
maxiter-sm,31000.0,7542,METAH2,7883.59,8943.66,berlin52
maxiter-sm,31000.0,426,METAH1,462.036,7201.17,eil51
maxiter-sm,31000.0,426,METAH2,440.353,8484.52,eil51
maxiter-sm,31000.0,538,METAH1,587.89,19845.2,eil76
maxiter-sm,31000.0,538,METAH2,587.102,22376.3,eil76
maxiter-sm,31000.0,675,METAH1,698.905,15889.6,st70
maxiter-sm,31000.0,675,METAH2,712.185,17932.5,st70
maxiter-sm,31000.0,21282,METAH1,22436.1,30001.1,kroA100
maxiter-sm,31000.0,21282,METAH2,23456.8,30001.4,kroA100
maxiter-sm,32000.0,7542,METAH1,7974.71,7762.93,berlin52
maxiter-sm,32000.0,7542,METAH2,8174.89,8999.49,berlin52
maxiter-sm,32000.0,426,METAH1,448.193,7576.47,eil51
maxiter-sm,32000.0,426,METAH2,456.523,8679.93,eil51
maxiter-sm,32000.0,538,METAH1,585.198,20319.4,eil76
maxiter-sm,32000.0,538,METAH2,569.016,23407.0,eil76
maxiter-sm,32000.0,675,METAH1,732.961,16177.5,st70
maxiter-sm,32000.0,675,METAH2,722.968,18551.6,st70
maxiter-sm,32000.0,21282,METAH1,22616.3,30000.4,kroA100
maxiter-sm,32000.0,21282,METAH2,21846.7,30000.9,kroA100
maxiter-sm,33000.0,7542,METAH1,8332.83,8175.87,berlin52
maxiter-sm,33000.0,7542,METAH2,8416.42,9354.82,berlin52
maxiter-sm,33000.0,426,METAH1,452.305,7810.06,eil51
maxiter-sm,33000.0,426,METAH2,443.002,8994.35,eil51
maxiter-sm,33000.0,538,METAH1,591.851,21412.4,eil76
maxiter-sm,33000.0,538,METAH2,590.957,23871.5,eil76
maxiter-sm,33000.0,675,METAH1,726.957,16768.1,st70
maxiter-sm,33000.0,675,METAH2,704.615,19040.2,st70
maxiter-sm,33000.0,21282,METAH1,22591.1,30000.8,kroA100
maxiter-sm,33000.0,21282,METAH2,22741.6,30001.4,kroA100
maxiter-sm,34000.0,7542,METAH1,7913.92,8492.11,berlin52
maxiter-sm,34000.0,7542,METAH2,8071.98,9734.21,berlin52
maxiter-sm,34000.0,426,METAH1,439.887,8072.27,eil51
maxiter-sm,34000.0,426,METAH2,450.931,9272.28,eil51
maxiter-sm,34000.0,538,METAH1,597.273,21877.1,eil76
maxiter-sm,34000.0,538,METAH2,583.674,24630.1,eil76
maxiter-sm,34000.0,675,METAH1,718.905,17260.3,st70
maxiter-sm,34000.0,675,METAH2,717.62,19754.9,st70
maxiter-sm,34000.0,21282,METAH1,22763.1,30001.1,kroA100
maxiter-sm,34000.0,21282,METAH2,22766.5,30001.1,kroA100
maxiter-sm,35000.0,7542,METAH1,8227.13,8670.15,berlin52
maxiter-sm,35000.0,7542,METAH2,7812.39,10009.9,berlin52
maxiter-sm,35000.0,426,METAH1,444.426,8418.91,eil51
maxiter-sm,35000.0,426,METAH2,453.621,9373.13,eil51
maxiter-sm,35000.0,538,METAH1,578.57,22584.6,eil76
maxiter-sm,35000.0,538,METAH2,587.723,25241.8,eil76
maxiter-sm,35000.0,675,METAH1,718.577,17788.6,st70
maxiter-sm,35000.0,675,METAH2,734.259,20248.8,st70
maxiter-sm,35000.0,21282,METAH1,22953.8,30000.3,kroA100
maxiter-sm,35000.0,21282,METAH2,22490.3,30000.1,kroA100
maxiter-sm,36000.0,7542,METAH1,7767.49,8825.82,berlin52
maxiter-sm,36000.0,7542,METAH2,8516.1,10292.0,berlin52
maxiter-sm,36000.0,426,METAH1,445.783,8545.55,eil51
maxiter-sm,36000.0,426,METAH2,450.032,9689.55,eil51
maxiter-sm,36000.0,538,METAH1,603.189,23151.5,eil76
maxiter-sm,36000.0,538,METAH2,575.624,26185.9,eil76
maxiter-sm,36000.0,675,METAH1,707.779,18371.3,st70
maxiter-sm,36000.0,675,METAH2,725.633,20744.6,st70
maxiter-sm,36000.0,21282,METAH1,22965.2,30000.6,kroA100
maxiter-sm,36000.0,21282,METAH2,22198.0,30000.6,kroA100
maxiter-sm,37000.0,7542,METAH1,8162.64,9291.12,berlin52
maxiter-sm,37000.0,7542,METAH2,8106.34,10449.6,berlin52
maxiter-sm,37000.0,426,METAH1,436.947,8810.04,eil51
maxiter-sm,37000.0,426,METAH2,448.522,9953.56,eil51
maxiter-sm,37000.0,538,METAH1,572.308,23669.5,eil76
maxiter-sm,37000.0,538,METAH2,573.715,26886.6,eil76
maxiter-sm,37000.0,675,METAH1,709.34,18866.5,st70
maxiter-sm,37000.0,675,METAH2,700.154,21584.5,st70
maxiter-sm,37000.0,21282,METAH1,22118.5,30000.5,kroA100
maxiter-sm,37000.0,21282,METAH2,22852.7,30001.2,kroA100
maxiter-sm,38000.0,7542,METAH1,8158.03,9516.0,berlin52
maxiter-sm,38000.0,7542,METAH2,7935.3,10828.7,berlin52
maxiter-sm,38000.0,426,METAH1,444.712,9106.39,eil51
maxiter-sm,38000.0,426,METAH2,439.359,10216.7,eil51
maxiter-sm,38000.0,538,METAH1,581.288,24097.1,eil76
maxiter-sm,38000.0,538,METAH2,601.168,27282.5,eil76
maxiter-sm,38000.0,675,METAH1,715.139,19364.7,st70
maxiter-sm,38000.0,675,METAH2,706.224,21859.3,st70
maxiter-sm,38000.0,21282,METAH1,21687.8,30000.1,kroA100
maxiter-sm,38000.0,21282,METAH2,22528.6,30000.3,kroA100
maxiter-sm,39000.0,7542,METAH1,7839.59,9764.53,berlin52
maxiter-sm,39000.0,7542,METAH2,7925.18,11049.2,berlin52
maxiter-sm,39000.0,426,METAH1,451.857,9390.5,eil51
maxiter-sm,39000.0,426,METAH2,455.578,10526.5,eil51
maxiter-sm,39000.0,538,METAH1,585.134,24978.3,eil76
maxiter-sm,39000.0,538,METAH2,588.345,28103.0,eil76
maxiter-sm,39000.0,675,METAH1,717.984,20045.3,st70
maxiter-sm,39000.0,675,METAH2,715.702,22580.1,st70
maxiter-sm,39000.0,21282,METAH1,23342.1,30000.8,kroA100
maxiter-sm,39000.0,21282,METAH2,22254.0,30000.4,kroA100
maxiter-sm,40000.0,7542,METAH1,7838.6,9720.89,berlin52
maxiter-sm,40000.0,7542,METAH2,8195.56,11299.9,berlin52
maxiter-sm,40000.0,426,METAH1,464.508,9421.68,eil51
maxiter-sm,40000.0,426,METAH2,450.717,10867.0,eil51
maxiter-sm,40000.0,538,METAH1,585.598,25237.2,eil76
maxiter-sm,40000.0,538,METAH2,589.36,28871.9,eil76
maxiter-sm,40000.0,675,METAH1,717.646,20440.7,st70
maxiter-sm,40000.0,675,METAH2,707.689,23002.6,st70
maxiter-sm,40000.0,21282,METAH1,23867.1,30000.7,kroA100
maxiter-sm,40000.0,21282,METAH2,22375.9,30000.3,kroA100
maxiter-sm,41000.0,7542,METAH1,8572.97,10268.7,berlin52
maxiter-sm,41000.0,7542,METAH2,8361.36,11724.3,berlin52
maxiter-sm,41000.0,426,METAH1,449.81,9780.61,eil51
maxiter-sm,41000.0,426,METAH2,451.306,11122.9,eil51
maxiter-sm,41000.0,538,METAH1,578.747,26257.3,eil76
maxiter-sm,41000.0,538,METAH2,586.953,29626.3,eil76
maxiter-sm,41000.0,675,METAH1,705.081,20876.3,st70
maxiter-sm,41000.0,675,METAH2,715.741,23746.3,st70
maxiter-sm,41000.0,21282,METAH1,22381.8,30001.3,kroA100
maxiter-sm,41000.0,21282,METAH2,22034.8,30001.2,kroA100
maxiter-sm,42000.0,7542,METAH1,7932.45,10188.9,berlin52
maxiter-sm,42000.0,7542,METAH2,7796.68,11923.2,berlin52
maxiter-sm,42000.0,426,METAH1,472.079,9881.39,eil51
maxiter-sm,42000.0,426,METAH2,453.691,11320.5,eil51
maxiter-sm,42000.0,538,METAH1,579.528,26525.2,eil76
maxiter-sm,42000.0,538,METAH2,588.857,30000.7,eil76
maxiter-sm,42000.0,675,METAH1,708.488,21397.9,st70
maxiter-sm,42000.0,675,METAH2,716.396,24297.9,st70
maxiter-sm,42000.0,21282,METAH1,22317.8,30000.9,kroA100
maxiter-sm,42000.0,21282,METAH2,22494.0,30000.6,kroA100
maxiter-sm,43000.0,7542,METAH1,8166.24,10503.0,berlin52
maxiter-sm,43000.0,7542,METAH2,7872.9,12141.8,berlin52
maxiter-sm,43000.0,426,METAH1,448.732,10007.9,eil51
maxiter-sm,43000.0,426,METAH2,444.994,11674.4,eil51
maxiter-sm,43000.0,538,METAH1,590.648,27444.9,eil76
maxiter-sm,43000.0,538,METAH2,589.658,30000.5,eil76
maxiter-sm,43000.0,675,METAH1,714.54,21819.9,st70
maxiter-sm,43000.0,675,METAH2,704.219,25079.5,st70
maxiter-sm,43000.0,21282,METAH1,22467.2,30000.1,kroA100
maxiter-sm,43000.0,21282,METAH2,22561.9,30000.5,kroA100
maxiter-sm,44000.0,7542,METAH1,8228.0,11000.1,berlin52
maxiter-sm,44000.0,7542,METAH2,7713.03,12447.8,berlin52
maxiter-sm,44000.0,426,METAH1,470.098,10194.0,eil51
maxiter-sm,44000.0,426,METAH2,460.908,11787.2,eil51
maxiter-sm,44000.0,538,METAH1,579.461,28150.4,eil76
maxiter-sm,44000.0,538,METAH2,578.011,30000.1,eil76
maxiter-sm,44000.0,675,METAH1,719.409,22340.6,st70
maxiter-sm,44000.0,675,METAH2,726.533,25387.6,st70
maxiter-sm,44000.0,21282,METAH1,22925.4,30001.1,kroA100
maxiter-sm,44000.0,21282,METAH2,22473.6,30000.9,kroA100
maxiter-sm,45000.0,7542,METAH1,8065.83,11198.7,berlin52
maxiter-sm,45000.0,7542,METAH2,7744.46,12754.0,berlin52
maxiter-sm,45000.0,426,METAH1,455.971,10483.4,eil51
maxiter-sm,45000.0,426,METAH2,458.191,12162.9,eil51
maxiter-sm,45000.0,538,METAH1,583.856,28639.4,eil76
maxiter-sm,45000.0,538,METAH2,574.959,30000.2,eil76
maxiter-sm,45000.0,675,METAH1,722.968,22969.2,st70
maxiter-sm,45000.0,675,METAH2,702.283,25945.4,st70
maxiter-sm,45000.0,21282,METAH1,22653.0,30001.1,kroA100
maxiter-sm,45000.0,21282,METAH2,22273.1,30001.1,kroA100
maxiter-sm,46000.0,7542,METAH1,8579.74,11146.5,berlin52
maxiter-sm,46000.0,7542,METAH2,8192.7,13185.7,berlin52
maxiter-sm,46000.0,426,METAH1,447.286,10862.8,eil51
maxiter-sm,46000.0,426,METAH2,456.938,12594.3,eil51
maxiter-sm,46000.0,538,METAH1,584.833,29235.1,eil76
maxiter-sm,46000.0,538,METAH2,588.756,30000.6,eil76
maxiter-sm,46000.0,675,METAH1,732.22,23583.7,st70
maxiter-sm,46000.0,675,METAH2,704.8,26725.4,st70
maxiter-sm,46000.0,21282,METAH1,22802.0,30000.9,kroA100
maxiter-sm,46000.0,21282,METAH2,22528.3,30000.2,kroA100
maxiter-sm,47000.0,7542,METAH1,7868.4,11623.0,berlin52
maxiter-sm,47000.0,7542,METAH2,8356.18,13447.9,berlin52
maxiter-sm,47000.0,426,METAH1,455.445,10962.6,eil51
maxiter-sm,47000.0,426,METAH2,459.093,12607.3,eil51
maxiter-sm,47000.0,538,METAH1,563.864,29677.9,eil76
maxiter-sm,47000.0,538,METAH2,592.151,30000.3,eil76
maxiter-sm,47000.0,675,METAH1,719.488,23990.1,st70
maxiter-sm,47000.0,675,METAH2,699.361,27210.3,st70
maxiter-sm,47000.0,21282,METAH1,22470.3,30000.2,kroA100
maxiter-sm,47000.0,21282,METAH2,21704.6,30001.4,kroA100
maxiter-sm,48000.0,7542,METAH1,8609.63,12120.5,berlin52
maxiter-sm,48000.0,7542,METAH2,8015.0,13615.4,berlin52
maxiter-sm,48000.0,426,METAH1,441.042,11223.9,eil51
maxiter-sm,48000.0,426,METAH2,443.112,13010.8,eil51
maxiter-sm,48000.0,538,METAH1,583.295,30000.2,eil76
maxiter-sm,48000.0,538,METAH2,576.816,30000.5,eil76
maxiter-sm,48000.0,675,METAH1,733.649,24612.0,st70
maxiter-sm,48000.0,675,METAH2,732.711,27837.8,st70
maxiter-sm,48000.0,21282,METAH1,22281.5,30001.0,kroA100
maxiter-sm,48000.0,21282,METAH2,22385.4,30001.2,kroA100
maxiter-sm,49000.0,7542,METAH1,8391.67,12199.7,berlin52
maxiter-sm,49000.0,7542,METAH2,8413.21,13988.0,berlin52
maxiter-sm,49000.0,426,METAH1,459.72,11597.4,eil51
maxiter-sm,49000.0,426,METAH2,448.356,13310.1,eil51
maxiter-sm,49000.0,538,METAH1,576.286,30000.5,eil76
maxiter-sm,49000.0,538,METAH2,590.064,30000.2,eil76
maxiter-sm,49000.0,675,METAH1,718.894,24869.6,st70
maxiter-sm,49000.0,675,METAH2,726.393,28322.8,st70
maxiter-sm,49000.0,21282,METAH1,22730.6,30000.6,kroA100
maxiter-sm,49000.0,21282,METAH2,22628.8,30001.4,kroA100
maxiter-sm,50000.0,7542,METAH1,8092.35,12413.6,berlin52
maxiter-sm,50000.0,7542,METAH2,8006.81,14197.5,berlin52
maxiter-sm,50000.0,426,METAH1,467.857,11823.1,eil51
maxiter-sm,50000.0,426,METAH2,446.324,13527.0,eil51
maxiter-sm,50000.0,538,METAH1,587.923,30000.6,eil76
maxiter-sm,50000.0,538,METAH2,589.747,30000.7,eil76
maxiter-sm,50000.0,675,METAH1,702.34,25435.7,st70
maxiter-sm,50000.0,675,METAH2,704.066,28902.5,st70
maxiter-sm,50000.0,21282,METAH1,23035.2,30000.6,kroA100
maxiter-sm,50000.0,21282,METAH2,22039.9,30001.3,kroA100
maxiter-sm,51000.0,7542,METAH1,7673.23,12604.6,berlin52
maxiter-sm,51000.0,7542,METAH2,7625.4,14390.9,berlin52
maxiter-sm,51000.0,426,METAH1,455.536,11970.0,eil51
maxiter-sm,51000.0,426,METAH2,446.844,13690.7,eil51
maxiter-sm,51000.0,538,METAH1,577.38,30000.5,eil76
maxiter-sm,51000.0,538,METAH2,585.619,30000.2,eil76
maxiter-sm,51000.0,675,METAH1,718.017,29776.4,st70
maxiter-sm,51000.0,675,METAH2,725.531,29478.8,st70
maxiter-sm,51000.0,21282,METAH1,22442.5,30000.8,kroA100
maxiter-sm,51000.0,21282,METAH2,22005.2,30000.8,kroA100
maxiter-sm,52000.0,7542,METAH1,7629.87,12764.1,berlin52
maxiter-sm,52000.0,7542,METAH2,7598.44,14655.7,berlin52
maxiter-sm,52000.0,426,METAH1,452.262,12324.0,eil51
maxiter-sm,52000.0,426,METAH2,443.104,14123.4,eil51
maxiter-sm,52000.0,538,METAH1,586.387,30000.4,eil76
maxiter-sm,52000.0,538,METAH2,589.065,30000.3,eil76
maxiter-sm,52000.0,675,METAH1,707.689,27065.4,st70
maxiter-sm,52000.0,675,METAH2,717.696,30000.5,st70
maxiter-sm,52000.0,21282,METAH1,21960.9,30000.2,kroA100
maxiter-sm,52000.0,21282,METAH2,22642.9,30001.0,kroA100
maxiter-sm,53000.0,7542,METAH1,7780.59,13223.9,berlin52
maxiter-sm,53000.0,7542,METAH2,8133.56,15333.3,berlin52
maxiter-sm,53000.0,426,METAH1,448.269,12545.9,eil51
maxiter-sm,53000.0,426,METAH2,449.105,14498.6,eil51
maxiter-sm,53000.0,538,METAH1,588.794,30000.1,eil76
maxiter-sm,53000.0,538,METAH2,595.928,30000.5,eil76
maxiter-sm,53000.0,675,METAH1,714.418,26991.1,st70
maxiter-sm,53000.0,675,METAH2,714.195,30000.5,st70
maxiter-sm,53000.0,21282,METAH1,22763.8,30000.2,kroA100
maxiter-sm,53000.0,21282,METAH2,22998.4,30000.3,kroA100
maxiter-sm,54000.0,7542,METAH1,7956.71,15567.7,berlin52
maxiter-sm,54000.0,7542,METAH2,7973.93,16986.4,berlin52
maxiter-sm,54000.0,426,METAH1,448.283,13154.1,eil51
maxiter-sm,54000.0,426,METAH2,452.945,14770.8,eil51
maxiter-sm,54000.0,538,METAH1,583.178,30000.4,eil76
maxiter-sm,54000.0,538,METAH2,583.256,30000.7,eil76
maxiter-sm,54000.0,675,METAH1,713.937,28495.1,st70
maxiter-sm,54000.0,675,METAH2,717.435,30000.6,st70
maxiter-sm,54000.0,21282,METAH1,22865.5,30001.3,kroA100
maxiter-sm,54000.0,21282,METAH2,22581.2,30001.1,kroA100
maxiter-sm,55000.0,7542,METAH1,8116.27,13635.1,berlin52
maxiter-sm,55000.0,7542,METAH2,8065.48,16066.0,berlin52
maxiter-sm,55000.0,426,METAH1,455.665,13377.9,eil51
maxiter-sm,55000.0,426,METAH2,452.956,15112.8,eil51
maxiter-sm,55000.0,538,METAH1,578.694,30000.3,eil76
maxiter-sm,55000.0,538,METAH2,587.33,30000.7,eil76
maxiter-sm,55000.0,675,METAH1,698.954,28707.6,st70
maxiter-sm,55000.0,675,METAH2,708.344,30000.3,st70
maxiter-sm,55000.0,21282,METAH1,23332.1,30001.4,kroA100
maxiter-sm,55000.0,21282,METAH2,22436.1,30001.4,kroA100
maxiter-sm,56000.0,7542,METAH1,7854.35,14200.0,berlin52
maxiter-sm,56000.0,7542,METAH2,8107.61,16263.0,berlin52
maxiter-sm,56000.0,426,METAH1,442.958,13944.4,eil51
maxiter-sm,56000.0,426,METAH2,448.43,15430.2,eil51
maxiter-sm,56000.0,538,METAH1,569.944,30000.3,eil76
maxiter-sm,56000.0,538,METAH2,584.756,30000.6,eil76
maxiter-sm,56000.0,675,METAH1,720.785,28391.1,st70
maxiter-sm,56000.0,675,METAH2,718.378,30000.3,st70
maxiter-sm,56000.0,21282,METAH1,22311.7,30000.6,kroA100
maxiter-sm,56000.0,21282,METAH2,23219.6,30000.4,kroA100
maxiter-sm,57000.0,7542,METAH1,7802.55,14188.1,berlin52
maxiter-sm,57000.0,7542,METAH2,8195.25,16212.5,berlin52
maxiter-sm,57000.0,426,METAH1,456.707,13408.9,eil51
maxiter-sm,57000.0,426,METAH2,448.933,15504.4,eil51
maxiter-sm,57000.0,538,METAH1,600.002,30000.6,eil76
maxiter-sm,57000.0,538,METAH2,593.149,30000.5,eil76
maxiter-sm,57000.0,675,METAH1,721.714,29329.3,st70
maxiter-sm,57000.0,675,METAH2,694.627,30000.8,st70
