dataset,n,W,metodo,optimo,tiempo,instancia
maxiter,730000.0,426,METAH1,445.574,2371.85,eil51
maxiter,730000.0,426,METAH2,441.582,2718.95,eil51
maxiter,730000.0,538,METAH1,579.957,6399.21,eil76
maxiter,730000.0,538,METAH2,588.713,7691.08,eil76
maxiter,730000.0,675,METAH1,717.646,5133.18,st70
maxiter,730000.0,675,METAH2,697.643,5833.91,st70
maxiter,730000.0,21282,METAH1,22766.5,13091.4,kroA100
maxiter,730000.0,21282,METAH2,21387.2,14737.2,kroA100
maxiter,740000.0,7542,METAH1,7619.15,2473.23,berlin52
maxiter,740000.0,7542,METAH2,7969.17,2871.88,berlin52
maxiter,740000.0,426,METAH1,440.993,2356.79,eil51
maxiter,740000.0,426,METAH2,464.009,2713.66,eil51
maxiter,740000.0,538,METAH1,589.405,6369.5,eil76
maxiter,740000.0,538,METAH2,572.059,7218.71,eil76
maxiter,740000.0,675,METAH1,702.033,5112.96,st70
maxiter,740000.0,675,METAH2,738.642,5805.36,st70
maxiter,740000.0,21282,METAH1,22098.8,13229.9,kroA100
maxiter,740000.0,21282,METAH2,22893.5,14577.2,kroA100
maxiter,750000.0,7542,METAH1,8392.32,2514.83,berlin52
maxiter,750000.0,7542,METAH2,7986.02,2824.61,berlin52
maxiter,750000.0,426,METAH1,445.743,2401.54,eil51
maxiter,750000.0,426,METAH2,442.214,2724.83,eil51
maxiter,750000.0,538,METAH1,581.219,6371.02,eil76
maxiter,750000.0,538,METAH2,576.212,7286.5,eil76
maxiter,750000.0,675,METAH1,738.039,5091.52,st70
maxiter,750000.0,675,METAH2,714.138,5799.82,st70
maxiter,750000.0,21282,METAH1,23072.5,13086.4,kroA100
maxiter,750000.0,21282,METAH2,22044.5,14632.0,kroA100
maxiter,760000.0,7542,METAH1,8187.13,2534.7,berlin52
maxiter,760000.0,7542,METAH2,7606.95,2835.41,berlin52
maxiter,760000.0,426,METAH1,464.159,2339.07,eil51
maxiter,760000.0,426,METAH2,456.888,2679.66,eil51
maxiter,760000.0,538,METAH1,582.343,6441.39,eil76
maxiter,760000.0,538,METAH2,579.509,7192.66,eil76
maxiter,760000.0,675,METAH1,712.666,5164.56,st70
maxiter,760000.0,675,METAH2,723.458,5795.28,st70
maxiter,760000.0,21282,METAH1,22710.2,13052.4,kroA100
maxiter,760000.0,21282,METAH2,21760.7,14697.2,kroA100
maxiter,770000.0,7542,METAH1,7632.71,2469.5,berlin52
maxiter,770000.0,7542,METAH2,7730.96,2867.51,berlin52
maxiter,770000.0,426,METAH1,457.007,2321.51,eil51
maxiter,770000.0,426,METAH2,441.172,2753.15,eil51
maxiter,770000.0,538,METAH1,571.525,6361.56,eil76
maxiter,770000.0,538,METAH2,577.298,7311.56,eil76
maxiter,770000.0,675,METAH1,708.68,5109.13,st70
maxiter,770000.0,675,METAH2,718.16,5768.9,st70
maxiter,770000.0,21282,METAH1,23161.1,13160.6,kroA100
maxiter,770000.0,21282,METAH2,22410.5,14686.0,kroA100
maxiter,780000.0,7542,METAH1,8097.79,2437.95,berlin52
maxiter,780000.0,7542,METAH2,7774.24,2862.66,berlin52
maxiter,780000.0,426,METAH1,444.912,2372.36,eil51
maxiter,780000.0,426,METAH2,450.989,2670.54,eil51
maxiter,780000.0,538,METAH1,585.366,6435.25,eil76
maxiter,780000.0,538,METAH2,581.097,7197.4,eil76
maxiter,780000.0,675,METAH1,707.689,5140.42,st70
maxiter,780000.0,675,METAH2,730.342,5819.29,st70
maxiter,780000.0,21282,METAH1,23487.5,13034.6,kroA100
maxiter,780000.0,21282,METAH2,22282.6,14700.1,kroA100
maxiter,790000.0,7542,METAH1,8047.55,2497.09,berlin52
maxiter,790000.0,7542,METAH2,8282.59,2899.57,berlin52
maxiter,790000.0,426,METAH1,462.347,2374.29,eil51
maxiter,790000.0,426,METAH2,456.744,2711.15,eil51
maxiter,790000.0,538,METAH1,588.136,6378.75,eil76
maxiter,790000.0,538,METAH2,591.508,7218.66,eil76
maxiter,790000.0,675,METAH1,698.892,5142.05,st70
maxiter,790000.0,675,METAH2,725.119,5817.4,st70
maxiter,790000.0,21282,METAH1,23017.4,13111.7,kroA100
maxiter,790000.0,21282,METAH2,23145.8,14707.4,kroA100
maxiter,800000.0,7542,METAH1,8061.27,2525.2,berlin52
maxiter,800000.0,7542,METAH2,8122.56,2843.17,berlin52
maxiter,800000.0,426,METAH1,449.053,2384.39,eil51
maxiter,800000.0,426,METAH2,455.146,2715.0,eil51
maxiter,800000.0,538,METAH1,572.075,6389.7,eil76
maxiter,800000.0,538,METAH2,576.09,7189.83,eil76
maxiter,800000.0,675,METAH1,712.219,5099.33,st70
maxiter,800000.0,675,METAH2,700.117,5812.81,st70
maxiter,800000.0,21282,METAH1,22278.7,13150.0,kroA100
maxiter,800000.0,21282,METAH2,23301.9,14636.4,kroA100
maxiter,810000.0,7542,METAH1,7838.52,2506.38,berlin52
maxiter,810000.0,7542,METAH2,8144.84,2848.51,berlin52
maxiter,810000.0,426,METAH1,464.081,2349.9,eil51
maxiter,810000.0,426,METAH2,440.387,2705.95,eil51
maxiter,810000.0,538,METAH1,582.507,6384.4,eil76
maxiter,810000.0,538,METAH2,582.748,7313.7,eil76
maxiter,810000.0,675,METAH1,714.965,5085.14,st70
maxiter,810000.0,675,METAH2,717.026,5818.17,st70
maxiter,810000.0,21282,METAH1,22939.0,13147.9,kroA100
maxiter,810000.0,21282,METAH2,21938.2,14620.6,kroA100
maxiter,820000.0,7542,METAH1,7679.15,2465.96,berlin52
maxiter,820000.0,7542,METAH2,8187.22,2883.1,berlin52
maxiter,820000.0,426,METAH1,448.65,2404.66,eil51
maxiter,820000.0,426,METAH2,455.117,2693.68,eil51
maxiter,820000.0,538,METAH1,586.534,6372.63,eil76
maxiter,820000.0,538,METAH2,576.773,7254.18,eil76
maxiter,820000.0,675,METAH1,711.102,5101.9,st70
maxiter,820000.0,675,METAH2,710.584,5828.25,st70
maxiter,820000.0,21282,METAH1,22798.0,13283.9,kroA100
maxiter,820000.0,21282,METAH2,22731.0,14698.5,kroA100
maxiter,830000.0,7542,METAH1,8368.17,2506.06,berlin52
maxiter,830000.0,7542,METAH2,8137.51,2899.13,berlin52
maxiter,830000.0,426,METAH1,453.284,2371.09,eil51
maxiter,830000.0,426,METAH2,451.782,2709.26,eil51
maxiter,830000.0,538,METAH1,575.324,6415.33,eil76
maxiter,830000.0,538,METAH2,574.245,7256.96,eil76
maxiter,830000.0,675,METAH1,742.961,5055.1,st70
maxiter,830000.0,675,METAH2,731.77,5830.15,st70
maxiter,830000.0,21282,METAH1,22747.8,13202.3,kroA100
maxiter,830000.0,21282,METAH2,22432.8,14674.4,kroA100
maxiter,840000.0,7542,METAH1,7899.15,2479.89,berlin52
maxiter,840000.0,7542,METAH2,7794.84,2860.59,berlin52
maxiter,840000.0,426,METAH1,458.252,2375.85,eil51
maxiter,840000.0,426,METAH2,452.322,2705.13,eil51
maxiter,840000.0,538,METAH1,582.743,6469.23,eil76
maxiter,840000.0,538,METAH2,586.034,7207.05,eil76
maxiter,840000.0,675,METAH1,712.798,5100.87,st70
maxiter,840000.0,675,METAH2,726.948,5869.37,st70
maxiter,840000.0,21282,METAH1,22610.9,13146.1,kroA100
maxiter,840000.0,21282,METAH2,22739.0,14657.9,kroA100
maxiter,850000.0,7542,METAH1,8051.48,2520.43,berlin52
maxiter,850000.0,7542,METAH2,7544.37,2829.11,berlin52
maxiter,850000.0,426,METAH1,452.209,2381.82,eil51
maxiter,850000.0,426,METAH2,449.77,2746.7,eil51
maxiter,850000.0,538,METAH1,573.249,6418.93,eil76
maxiter,850000.0,538,METAH2,595.056,7258.49,eil76
maxiter,850000.0,675,METAH1,707.155,5109.11,st70
maxiter,850000.0,675,METAH2,709.995,5797.57,st70
maxiter,850000.0,21282,METAH1,23019.9,13149.5,kroA100
maxiter,850000.0,21282,METAH2,22882.0,14635.1,kroA100
maxiter,860000.0,7542,METAH1,8097.79,2419.85,berlin52
maxiter,860000.0,7542,METAH2,8080.74,2833.41,berlin52
maxiter,860000.0,426,METAH1,455.395,2345.69,eil51
maxiter,860000.0,426,METAH2,450.177,2707.82,eil51
maxiter,860000.0,538,METAH1,591.113,6352.82,eil76
maxiter,860000.0,538,METAH2,585.884,7195.88,eil76
maxiter,860000.0,675,METAH1,728.272,5174.12,st70
maxiter,860000.0,675,METAH2,726.665,5789.39,st70
maxiter,860000.0,21282,METAH1,22246.2,13133.0,kroA100
maxiter,860000.0,21282,METAH2,22773.7,14704.6,kroA100
maxiter,870000.0,7542,METAH1,8236.48,2488.38,berlin52
maxiter,870000.0,7542,METAH2,7755.13,2844.15,berlin52
maxiter,870000.0,426,METAH1,450.989,2330.32,eil51
maxiter,870000.0,426,METAH2,444.633,2702.68,eil51
maxiter,870000.0,538,METAH1,586.532,6461.62,eil76
maxiter,870000.0,538,METAH2,587.631,7178.64,eil76
maxiter,870000.0,675,METAH1,750.127,5086.5,st70
maxiter,870000.0,675,METAH2,733.837,5853.49,st70
maxiter,870000.0,21282,METAH1,22676.2,13169.7,kroA100
maxiter,870000.0,21282,METAH2,22965.0,14673.3,kroA100
maxiter,880000.0,7542,METAH1,8153.73,2487.9,berlin52
maxiter,880000.0,7542,METAH2,8190.88,2892.66,berlin52
maxiter,880000.0,426,METAH1,440.16,2377.78,eil51
maxiter,880000.0,426,METAH2,445.851,2691.25,eil51
maxiter,880000.0,538,METAH1,568.638,6399.26,eil76
maxiter,880000.0,538,METAH2,577.03,7328.45,eil76
maxiter,880000.0,675,METAH1,704.066,5248.16,st70
maxiter,880000.0,675,METAH2,699.361,5850.0,st70
maxiter,880000.0,21282,METAH1,22112.3,13191.6,kroA100
maxiter,880000.0,21282,METAH2,23306.9,14734.6,kroA100
maxiter,890000.0,7542,METAH1,8100.03,2493.52,berlin52
maxiter,890000.0,7542,METAH2,8149.41,2813.32,berlin52
maxiter,890000.0,426,METAH1,448.992,2326.62,eil51
maxiter,890000.0,426,METAH2,449.621,2752.15,eil51
maxiter,890000.0,538,METAH1,585.796,6373.6,eil76
maxiter,890000.0,538,METAH2,602.867,7331.73,eil76
maxiter,890000.0,675,METAH1,720.785,5083.61,st70
maxiter,890000.0,675,METAH2,739.772,5819.7,st70
maxiter,890000.0,21282,METAH1,22662.2,13150.9,kroA100
maxiter,890000.0,21282,METAH2,23023.4,14734.3,kroA100
maxiter,900000.0,7542,METAH1,8241.52,2483.01,berlin52
maxiter,900000.0,7542,METAH2,7816.54,2820.68,berlin52
maxiter,900000.0,426,METAH1,441.809,2387.7,eil51
maxiter,900000.0,426,METAH2,458.038,2719.74,eil51
maxiter,900000.0,538,METAH1,584.518,6492.91,eil76
maxiter,900000.0,538,METAH2,596.978,7298.09,eil76
maxiter,900000.0,675,METAH1,704.04,5124.75,st70
maxiter,900000.0,675,METAH2,702.255,5813.59,st70
maxiter,900000.0,21282,METAH1,22807.4,13115.0,kroA100
maxiter,900000.0,21282,METAH2,21575.9,14698.1,kroA100
maxiter,910000.0,7542,METAH1,7713.03,2478.51,berlin52
maxiter,910000.0,7542,METAH2,8014.19,2835.31,berlin52
maxiter,910000.0,426,METAH1,446.407,2317.63,eil51
maxiter,910000.0,426,METAH2,460.227,2719.87,eil51
maxiter,910000.0,538,METAH1,578.543,6432.2,eil76
maxiter,910000.0,538,METAH2,586.261,7264.29,eil76
maxiter,910000.0,675,METAH1,717.62,5110.84,st70
maxiter,910000.0,675,METAH2,707.413,5831.73,st70
maxiter,910000.0,21282,METAH1,22659.2,13085.9,kroA100
maxiter,910000.0,21282,METAH2,22467.2,14656.4,kroA100
maxiter,920000.0,7542,METAH1,8133.36,2495.79,berlin52
maxiter,920000.0,7542,METAH2,8073.72,2833.13,berlin52
maxiter,920000.0,426,METAH1,452.973,2382.47,eil51
maxiter,920000.0,426,METAH2,447.572,2727.99,eil51
maxiter,920000.0,538,METAH1,582.412,6416.09,eil76
maxiter,920000.0,538,METAH2,598.689,7188.74,eil76
maxiter,920000.0,675,METAH1,702.255,5104.52,st70
maxiter,920000.0,675,METAH2,718.728,5791.29,st70
maxiter,920000.0,21282,METAH1,22656.6,13146.5,kroA100
maxiter,920000.0,21282,METAH2,23170.5,14740.3,kroA100
maxiter,930000.0,7542,METAH1,8194.44,2494.74,berlin52
maxiter,930000.0,7542,METAH2,8059.41,2886.45,berlin52
maxiter,930000.0,426,METAH1,446.561,2368.69,eil51
maxiter,930000.0,426,METAH2,453.58,2714.52,eil51
maxiter,930000.0,538,METAH1,586.747,6398.89,eil76
maxiter,930000.0,538,METAH2,595.133,7239.24,eil76
maxiter,930000.0,675,METAH1,721.027,5134.0,st70
maxiter,930000.0,675,METAH2,718.042,5816.97,st70
maxiter,930000.0,21282,METAH1,22629.3,13147.8,kroA100
maxiter,930000.0,21282,METAH2,23152.1,14712.3,kroA100
maxiter,940000.0,7542,METAH1,7800.79,2507.05,berlin52
maxiter,940000.0,7542,METAH2,8317.79,2911.71,berlin52
maxiter,940000.0,426,METAH1,449.011,2351.71,eil51
maxiter,940000.0,426,METAH2,461.869,2688.22,eil51
maxiter,940000.0,538,METAH1,592.338,6372.51,eil76
maxiter,940000.0,538,METAH2,586.572,7309.95,eil76
maxiter,940000.0,675,METAH1,728.012,5086.89,st70
maxiter,940000.0,675,METAH2,728.32,5805.71,st70
maxiter,940000.0,21282,METAH1,22362.0,13210.1,kroA100
maxiter,940000.0,21282,METAH2,22723.5,14644.0,kroA100
maxiter,950000.0,7542,METAH1,8156.48,2485.2,berlin52
maxiter,950000.0,7542,METAH2,7957.05,2833.41,berlin52
maxiter,950000.0,426,METAH1,451.18,2352.53,eil51
maxiter,950000.0,426,METAH2,453.573,2677.17,eil51
maxiter,950000.0,538,METAH1,582.755,6454.47,eil76
maxiter,950000.0,538,METAH2,579.96,7290.29,eil76
maxiter,950000.0,675,METAH1,719.514,5088.55,st70
maxiter,950000.0,675,METAH2,723.86,5839.1,st70
maxiter,950000.0,21282,METAH1,22235.9,13162.3,kroA100
maxiter,950000.0,21282,METAH2,22924.5,14653.2,kroA100
maxiter,960000.0,7542,METAH1,8220.75,2475.25,berlin52
maxiter,960000.0,7542,METAH2,8320.73,2921.83,berlin52
maxiter,960000.0,426,METAH1,452.03,2347.66,eil51
maxiter,960000.0,426,METAH2,453.434,2744.86,eil51
maxiter,960000.0,538,METAH1,591.257,6353.89,eil76
maxiter,960000.0,538,METAH2,575.837,7257.17,eil76
maxiter,960000.0,675,METAH1,715.442,5124.89,st70
maxiter,960000.0,675,METAH2,708.052,5803.03,st70
maxiter,960000.0,21282,METAH1,22362.4,13172.1,kroA100
maxiter,960000.0,21282,METAH2,22617.1,14698.4,kroA100
maxiter,970000.0,7542,METAH1,7801.63,2487.75,berlin52
maxiter,970000.0,7542,METAH2,8424.91,2843.98,berlin52
maxiter,970000.0,426,METAH1,447.224,2371.35,eil51
maxiter,970000.0,426,METAH2,442.886,2715.94,eil51
maxiter,970000.0,538,METAH1,602.156,6404.13,eil76
maxiter,970000.0,538,METAH2,591.322,7205.14,eil76
maxiter,970000.0,675,METAH1,715.702,5092.0,st70
maxiter,970000.0,675,METAH2,699.108,5825.2,st70
maxiter,970000.0,21282,METAH1,22344.2,13225.2,kroA100
maxiter,970000.0,21282,METAH2,22758.9,14710.0,kroA100
maxiter,980000.0,7542,METAH1,7544.37,2465.71,berlin52
maxiter,980000.0,7542,METAH2,8066.62,2870.51,berlin52
maxiter,980000.0,426,METAH1,445.11,2379.1,eil51
maxiter,980000.0,426,METAH2,469.551,2702.69,eil51
maxiter,980000.0,538,METAH1,591.877,6381.8,eil76
maxiter,980000.0,538,METAH2,580.601,7268.77,eil76
maxiter,980000.0,675,METAH1,716.396,5112.22,st70
maxiter,980000.0,675,METAH2,709.041,5823.46,st70
maxiter,980000.0,21282,METAH1,22115.6,13212.2,kroA100
maxiter,980000.0,21282,METAH2,23054.2,14726.4,kroA100
maxiter,990000.0,7542,METAH1,8148.09,2475.66,berlin52
maxiter,990000.0,7542,METAH2,8128.32,2842.32,berlin52
maxiter,990000.0,426,METAH1,448.828,2400.76,eil51
maxiter,990000.0,426,METAH2,457.706,2711.19,eil51
maxiter,990000.0,538,METAH1,587.142,6403.73,eil76
maxiter,990000.0,538,METAH2,580.123,7310.42,eil76
maxiter,990000.0,675,METAH1,704.566,5104.83,st70
maxiter,990000.0,675,METAH2,725.868,5815.54,st70
maxiter,990000.0,21282,METAH1,22757.8,13136.6,kroA100
maxiter,990000.0,21282,METAH2,23540.9,14645.0,kroA100
maxiter,1000000.0,7542,METAH1,8057.02,2509.64,berlin52
maxiter,1000000.0,7542,METAH2,7784.55,2848.64,berlin52
maxiter,1000000.0,426,METAH1,454.848,2391.37,eil51
maxiter,1000000.0,426,METAH2,441.312,2737.08,eil51
maxiter,1000000.0,538,METAH1,581.723,6368.36,eil76
maxiter,1000000.0,538,METAH2,593.641,7208.46,eil76
maxiter,1000000.0,675,METAH1,707.219,5150.3,st70
maxiter,1000000.0,675,METAH2,740.622,5797.35,st70
maxiter,1000000.0,21282,METAH1,22467.9,13105.7,kroA100
maxiter,1000000.0,21282,METAH2,22283.5,14696.9,kroA100
maxiter-sm,1000.0,7542,METAH1,7919.58,264.065,berlin52
maxiter-sm,1000.0,7542,METAH2,7932.41,305.803,berlin52
maxiter-sm,1000.0,426,METAH1,457.887,243.804,eil51
maxiter-sm,1000.0,426,METAH2,457.887,278.198,eil51
maxiter-sm,1000.0,538,METAH1,586.616,684.675,eil76
maxiter-sm,1000.0,538,METAH2,586.616,768.054,eil76
maxiter-sm,1000.0,675,METAH1,726.021,538.464,st70
maxiter-sm,1000.0,675,METAH2,716.912,602.712,st70
maxiter-sm,1000.0,21282,METAH1,21813.6,1431.09,kroA100
maxiter-sm,1000.0,21282,METAH2,22556.8,1537.71,kroA100
maxiter-sm,2000.0,7542,METAH1,8118.27,503.27,berlin52
maxiter-sm,2000.0,7542,METAH2,7899.15,589.584,berlin52
maxiter-sm,2000.0,426,METAH1,457.379,492.843,eil51
maxiter-sm,2000.0,426,METAH2,461.673,558.342,eil51
maxiter-sm,2000.0,538,METAH1,583.029,1283.09,eil76
maxiter-sm,2000.0,538,METAH2,582.249,1479.26,eil76
maxiter-sm,2000.0,675,METAH1,718.3,1039.66,st70
maxiter-sm,2000.0,675,METAH2,709.373,1209.43,st70
maxiter-sm,2000.0,21282,METAH1,23106.6,2737.58,kroA100
maxiter-sm,2000.0,21282,METAH2,22340.7,3028.63,kroA100
maxiter-sm,3000.0,7542,METAH1,7898.03,773.604,berlin52
maxiter-sm,3000.0,7542,METAH2,8026.21,855.018,berlin52
maxiter-sm,3000.0,426,METAH1,445.017,714.057,eil51
maxiter-sm,3000.0,426,METAH2,453.01,836.49,eil51
maxiter-sm,3000.0,538,METAH1,575.854,1950.32,eil76
maxiter-sm,3000.0,538,METAH2,580.426,2197.03,eil76
maxiter-sm,3000.0,675,METAH1,709.004,1547.9,st70
maxiter-sm,3000.0,675,METAH2,701.942,1765.82,st70
maxiter-sm,3000.0,21282,METAH1,22477.8,4083.85,kroA100
maxiter-sm,3000.0,21282,METAH2,23282.1,4429.75,kroA100
maxiter-sm,4000.0,7542,METAH1,7912.17,997.611,berlin52
maxiter-sm,4000.0,7542,METAH2,7989.14,1166.72,berlin52
maxiter-sm,4000.0,426,METAH1,446.877,963.131,eil51
maxiter-sm,4000.0,426,METAH2,451.826,1113.43,eil51
maxiter-sm,4000.0,538,METAH1,589.862,2564.01,eil76
maxiter-sm,4000.0,538,METAH2,577.549,2944.69,eil76
maxiter-sm,4000.0,675,METAH1,709.568,2049.25,st70
maxiter-sm,4000.0,675,METAH2,711.102,2337.18,st70
maxiter-sm,4000.0,21282,METAH1,23849.2,5317.71,kroA100
maxiter-sm,4000.0,21282,METAH2,22834.3,5911.81,kroA100
maxiter-sm,5000.0,7542,METAH1,8384.1,1256.94,berlin52
maxiter-sm,5000.0,7542,METAH2,7713.03,1429.08,berlin52
maxiter-sm,5000.0,426,METAH1,472.464,1198.07,eil51
maxiter-sm,5000.0,426,METAH2,445.916,1379.17,eil51
maxiter-sm,5000.0,538,METAH1,591.763,3199.36,eil76
maxiter-sm,5000.0,538,METAH2,584.82,3623.95,eil76
maxiter-sm,5000.0,675,METAH1,723.85,2570.2,st70
maxiter-sm,5000.0,675,METAH2,708.052,2916.78,st70
maxiter-sm,5000.0,21282,METAH1,22623.5,6636.96,kroA100
maxiter-sm,5000.0,21282,METAH2,22369.9,7379.26,kroA100
maxiter-sm,6000.0,7542,METAH1,8177.02,1501.07,berlin52
maxiter-sm,6000.0,7542,METAH2,7903.3,1733.77,berlin52
maxiter-sm,6000.0,426,METAH1,453.735,1455.35,eil51
maxiter-sm,6000.0,426,METAH2,446.867,1631.24,eil51
maxiter-sm,6000.0,538,METAH1,581.308,3831.51,eil76
maxiter-sm,6000.0,538,METAH2,593.303,4384.54,eil76
maxiter-sm,6000.0,675,METAH1,707.847,3067.1,st70
maxiter-sm,6000.0,675,METAH2,709.568,3480.46,st70
maxiter-sm,6000.0,21282,METAH1,23786.9,7913.86,kroA100
maxiter-sm,6000.0,21282,METAH2,22386.3,8841.44,kroA100
maxiter-sm,7000.0,7542,METAH1,8314.52,1711.97,berlin52
maxiter-sm,7000.0,7542,METAH2,7807.42,1993.59,berlin52
maxiter-sm,7000.0,426,METAH1,437.327,1650.54,eil51
maxiter-sm,7000.0,426,METAH2,445.898,1904.73,eil51
maxiter-sm,7000.0,538,METAH1,595.309,4431.25,eil76
maxiter-sm,7000.0,538,METAH2,585.915,5042.51,eil76
maxiter-sm,7000.0,675,METAH1,715.405,3598.9,st70
maxiter-sm,7000.0,675,METAH2,701.584,4059.93,st70
maxiter-sm,7000.0,21282,METAH1,23025.8,9307.25,kroA100
maxiter-sm,7000.0,21282,METAH2,21872.9,10288.2,kroA100
maxiter-sm,8000.0,7542,METAH1,7886.68,1952.25,berlin52
maxiter-sm,8000.0,7542,METAH2,7832.75,2274.78,berlin52
maxiter-sm,8000.0,426,METAH1,456.32,1901.15,eil51
maxiter-sm,8000.0,426,METAH2,437.209,2186.85,eil51
maxiter-sm,8000.0,538,METAH1,582.355,5163.38,eil76
maxiter-sm,8000.0,538,METAH2,583.274,5873.65,eil76
maxiter-sm,8000.0,675,METAH1,723.681,4110.36,st70
maxiter-sm,8000.0,675,METAH2,705.451,4649.71,st70
maxiter-sm,8000.0,21282,METAH1,22373.9,10527.8,kroA100
maxiter-sm,8000.0,21282,METAH2,22721.4,11816.0,kroA100
maxiter-sm,9000.0,7542,METAH1,8773.71,2240.8,berlin52
maxiter-sm,9000.0,7542,METAH2,8219.99,2577.65,berlin52
maxiter-sm,9000.0,426,METAH1,458.48,2098.4,eil51
maxiter-sm,9000.0,426,METAH2,442.56,2423.1,eil51
maxiter-sm,9000.0,538,METAH1,574.401,5762.23,eil76
maxiter-sm,9000.0,538,METAH2,597.502,6547.46,eil76
maxiter-sm,9000.0,675,METAH1,723.393,4599.89,st70
maxiter-sm,9000.0,675,METAH2,714.02,5247.31,st70
maxiter-sm,9000.0,21282,METAH1,22594.1,11898.3,kroA100
maxiter-sm,9000.0,21282,METAH2,22962.4,13242.0,kroA100
maxiter-sm,10000.0,7542,METAH1,7819.25,2458.8,berlin52
maxiter-sm,10000.0,7542,METAH2,8070.0,2782.71,berlin52
maxiter-sm,10000.0,426,METAH1,463.02,2399.81,eil51
maxiter-sm,10000.0,426,METAH2,447.066,2711.93,eil51
maxiter-sm,10000.0,538,METAH1,580.969,6510.78,eil76
maxiter-sm,10000.0,538,METAH2,582.154,7204.99,eil76
maxiter-sm,10000.0,675,METAH1,716.031,5116.15,st70
maxiter-sm,10000.0,675,METAH2,706.858,5813.14,st70
maxiter-sm,10000.0,21282,METAH1,22417.8,13089.7,kroA100
maxiter-sm,10000.0,21282,METAH2,22141.2,14730.9,kroA100
maxiter-sm,11000.0,7542,METAH1,8026.25,2734.84,berlin52
maxiter-sm,11000.0,7542,METAH2,7833.65,3147.34,berlin52
maxiter-sm,11000.0,426,METAH1,452.094,2549.7,eil51
maxiter-sm,11000.0,426,METAH2,447.573,2965.69,eil51
maxiter-sm,11000.0,538,METAH1,580.304,6995.41,eil76
maxiter-sm,11000.0,538,METAH2,578.513,8016.1,eil76
maxiter-sm,11000.0,675,METAH1,716.937,5606.32,st70
maxiter-sm,11000.0,675,METAH2,710.559,6387.54,st70
maxiter-sm,11000.0,21282,METAH1,22386.0,14504.9,kroA100
maxiter-sm,11000.0,21282,METAH2,22910.2,16173.1,kroA100
maxiter-sm,12000.0,7542,METAH1,7825.89,3003.0,berlin52
maxiter-sm,12000.0,7542,METAH2,8424.55,3349.91,berlin52
maxiter-sm,12000.0,426,METAH1,447.305,2849.21,eil51
maxiter-sm,12000.0,426,METAH2,456.888,3253.34,eil51
maxiter-sm,12000.0,538,METAH1,587.225,7640.41,eil76
maxiter-sm,12000.0,538,METAH2,583.51,8721.23,eil76
maxiter-sm,12000.0,675,METAH1,709.004,6142.81,st70
maxiter-sm,12000.0,675,METAH2,746.291,6928.77,st70
maxiter-sm,12000.0,21282,METAH1,22152.8,15727.5,kroA100
maxiter-sm,12000.0,21282,METAH2,23200.8,17575.9,kroA100
maxiter-sm,13000.0,7542,METAH1,8327.34,3273.97,berlin52
maxiter-sm,13000.0,7542,METAH2,8153.17,3730.57,berlin52
maxiter-sm,13000.0,426,METAH1,462.663,3111.43,eil51
maxiter-sm,13000.0,426,METAH2,443.834,3564.12,eil51
maxiter-sm,13000.0,538,METAH1,583.99,8288.29,eil76
maxiter-sm,13000.0,538,METAH2,579.122,9387.49,eil76
maxiter-sm,13000.0,675,METAH1,708.169,6640.78,st70
maxiter-sm,13000.0,675,METAH2,688.545,7545.4,st70
maxiter-sm,13000.0,21282,METAH1,21843.9,17029.5,kroA100
maxiter-sm,13000.0,21282,METAH2,23899.5,19134.3,kroA100
maxiter-sm,14000.0,7542,METAH1,7598.44,3444.91,berlin52
maxiter-sm,14000.0,7542,METAH2,7920.0,4008.32,berlin52
maxiter-sm,14000.0,426,METAH1,450.641,3314.48,eil51
maxiter-sm,14000.0,426,METAH2,441.447,3834.09,eil51
maxiter-sm,14000.0,538,METAH1,585.205,8971.42,eil76
maxiter-sm,14000.0,538,METAH2,593.501,10146.1,eil76
maxiter-sm,14000.0,675,METAH1,749.342,7108.09,st70
maxiter-sm,14000.0,675,METAH2,696.194,8179.2,st70
maxiter-sm,14000.0,21282,METAH1,22413.4,18212.0,kroA100
maxiter-sm,14000.0,21282,METAH2,22065.6,20434.3,kroA100
maxiter-sm,15000.0,7542,METAH1,8173.74,3767.06,berlin52
maxiter-sm,15000.0,7542,METAH2,8307.71,4282.58,berlin52
maxiter-sm,15000.0,426,METAH1,447.713,3750.34,eil51
maxiter-sm,15000.0,426,METAH2,444.322,4191.68,eil51
maxiter-sm,15000.0,538,METAH1,582.429,9600.5,eil76
maxiter-sm,15000.0,538,METAH2,583.132,10972.2,eil76
maxiter-sm,15000.0,675,METAH1,714.318,7713.22,st70
maxiter-sm,15000.0,675,METAH2,737.07,8669.1,st70
maxiter-sm,15000.0,21282,METAH1,22875.9,19584.0,kroA100
maxiter-sm,15000.0,21282,METAH2,22704.1,22053.5,kroA100
maxiter-sm,16000.0,7542,METAH1,7957.97,4053.53,berlin52
maxiter-sm,16000.0,7542,METAH2,8265.87,4625.92,berlin52
maxiter-sm,16000.0,426,METAH1,446.819,3795.82,eil51
maxiter-sm,16000.0,426,METAH2,451.727,4374.12,eil51
maxiter-sm,16000.0,538,METAH1,579.598,10134.4,eil76
maxiter-sm,16000.0,538,METAH2,592.173,11601.3,eil76
maxiter-sm,16000.0,675,METAH1,706.832,8237.49,st70
maxiter-sm,16000.0,675,METAH2,716.396,9308.65,st70
